timestamp,id_sensor,potencia_kw,tension_v,corriente_a,factor_potencia,temperatura_c,estado_vfd
2026-06-05 17:00:00,vfd-01,28.09,402.3,42.4,0.95,61.7,1
2026-06-05 17:00:00,vfd-02,22.58,401.5,34.5,0.94,57.0,1
2026-06-05 17:00:00,vfd-03,36.68,395.6,56.9,0.94,69.0,1
2026-06-05 18:00:00,vfd-01,26.75,400.8,41.0,0.94,64.4,1
2026-06-05 18:00:00,vfd-02,22.86,398.6,34.5,0.96,58.7,1
2026-06-05 18:00:00,vfd-03,39.85,407.6,60.7,0.93,70.2,1
2026-06-05 19:00:00,vfd-01,33.94,395.6,53.8,0.92,61.9,1
2026-06-05 19:00:00,vfd-02,24.03,399.9,36.5,0.95,56.4,1
2026-06-05 19:00:00,vfd-03,40.77,401.6,62.4,0.94,70.2,1
2026-06-05 20:00:00,vfd-01,29.34,399.1,44.7,0.95,61.6,1
2026-06-05 20:00:00,vfd-02,21.53,394.4,33.2,0.95,58.5,1
2026-06-05 20:00:00,vfd-03,34.29,398.9,55.1,0.9,70.4,1
2026-06-05 21:00:00,vfd-01,22.94,398.4,35.0,0.95,61.0,1
2026-06-05 21:00:00,vfd-02,20.22,398.4,31.5,0.93,58.2,1
2026-06-05 21:00:00,vfd-03,25.67,399.8,39.9,0.93,69.4,1
2026-06-05 22:00:00,vfd-01,18.92,396.9,29.6,0.93,61.3,1
2026-06-05 22:00:00,vfd-02,14.14,397.4,21.6,0.95,55.6,1
2026-06-05 22:00:00,vfd-03,20.3,400.1,32.9,0.89,63.9,1
2026-06-05 23:00:00,vfd-01,15.86,398.5,25.0,0.92,59.5,1
2026-06-05 23:00:00,vfd-02,12.63,393.8,20.1,0.92,52.9,1
2026-06-05 23:00:00,vfd-03,17.04,398.8,28.0,0.88,65.8,1
2026-06-06 00:00:00,vfd-01,7.61,402.6,12.4,0.88,59.9,1
2026-06-06 00:00:00,vfd-02,4.28,394.0,6.7,0.94,54.1,1
2026-06-06 00:00:00,vfd-03,3.28,398.7,5.2,0.92,64.8,1
2026-06-06 01:00:00,vfd-01,10.95,399.8,18.6,0.85,59.5,1
2026-06-06 01:00:00,vfd-02,4.65,397.4,7.4,0.91,52.3,1
2026-06-06 01:00:00,vfd-03,3.2,402.1,5.0,0.92,63.5,1
2026-06-06 02:00:00,vfd-01,8.86,400.0,13.7,0.93,58.0,1
2026-06-06 02:00:00,vfd-02,6.19,396.2,9.7,0.93,53.4,1
2026-06-06 02:00:00,vfd-03,1.34,398.1,2.2,0.87,63.9,1
2026-06-06 03:00:00,vfd-01,8.35,396.8,13.8,0.88,57.8,1
2026-06-06 03:00:00,vfd-02,4.01,397.3,6.3,0.93,54.1,1
2026-06-06 03:00:00,vfd-03,6.38,401.8,10.4,0.88,66.0,1
2026-06-06 04:00:00,vfd-01,9.25,398.7,14.6,0.92,58.6,1
2026-06-06 04:00:00,vfd-02,5.99,398.0,9.0,0.96,53.1,1
2026-06-06 04:00:00,vfd-03,11.83,399.9,19.4,0.88,67.8,1
2026-06-06 05:00:00,vfd-01,9.35,391.3,14.8,0.93,61.3,1
2026-06-06 05:00:00,vfd-02,5.57,397.2,8.6,0.94,54.6,1
2026-06-06 05:00:00,vfd-03,10.11,400.2,16.6,0.88,64.7,1
2026-06-06 06:00:00,vfd-01,11.84,391.4,19.6,0.89,62.0,1
2026-06-06 06:00:00,vfd-02,5.33,396.3,8.7,0.89,54.7,1
2026-06-06 06:00:00,vfd-03,15.18,399.5,24.1,0.91,64.5,1
2026-06-06 07:00:00,vfd-01,15.07,400.5,23.9,0.91,61.9,1
2026-06-06 07:00:00,vfd-02,4.57,401.3,7.2,0.91,56.5,1
2026-06-06 07:00:00,vfd-03,18.54,398.1,28.9,0.93,65.5,1
2026-06-06 08:00:00,vfd-01,21.33,396.1,32.7,0.95,63.0,1
2026-06-06 08:00:00,vfd-02,10.78,395.8,17.1,0.92,55.3,1
2026-06-06 08:00:00,vfd-03,19.55,396.3,30.3,0.94,65.0,1
2026-06-06 09:00:00,vfd-01,23.71,396.1,37.2,0.93,60.5,1
2026-06-06 09:00:00,vfd-02,11.92,399.4,18.3,0.94,57.2,1
2026-06-06 09:00:00,vfd-03,29.57,398.6,47.6,0.9,70.4,1
2026-06-06 10:00:00,vfd-01,18.56,396.7,28.7,0.94,62.0,1
2026-06-06 10:00:00,vfd-02,13.18,398.0,21.5,0.89,55.1,1
2026-06-06 10:00:00,vfd-03,27.32,396.9,41.8,0.95,67.7,1
2026-06-06 11:00:00,vfd-01,15.79,399.4,25.4,0.9,63.4,1
2026-06-06 11:00:00,vfd-02,10.35,393.8,16.1,0.94,58.3,1
2026-06-06 11:00:00,vfd-03,20.08,400.7,31.1,0.93,67.3,1
2026-06-06 12:00:00,vfd-01,15.5,399.5,24.9,0.9,62.9,1
2026-06-06 12:00:00,vfd-02,6.66,403.9,10.0,0.95,52.0,1
2026-06-06 12:00:00,vfd-03,20.7,402.3,32.6,0.91,66.9,1
2026-06-06 13:00:00,vfd-01,11.11,401.5,17.8,0.9,60.0,1
2026-06-06 13:00:00,vfd-02,7.61,397.4,12.3,0.9,52.0,1
2026-06-06 13:00:00,vfd-03,13.98,394.5,23.2,0.88,65.0,1
2026-06-06 14:00:00,vfd-01,10.84,398.2,17.5,0.9,58.4,1
2026-06-06 14:00:00,vfd-02,5.51,393.8,9.1,0.89,54.5,1
2026-06-06 14:00:00,vfd-03,12.49,398.1,20.1,0.9,69.5,1
2026-06-06 15:00:00,vfd-01,7.34,398.6,11.7,0.91,58.2,1
2026-06-06 15:00:00,vfd-02,8.04,398.5,13.1,0.89,54.8,1
2026-06-06 15:00:00,vfd-03,16.7,401.9,26.7,0.9,68.7,1
2026-06-06 16:00:00,vfd-01,11.87,392.1,18.8,0.93,60.0,1
2026-06-06 16:00:00,vfd-02,8.44,400.8,13.4,0.91,55.8,1
2026-06-06 16:00:00,vfd-03,17.41,400.3,27.0,0.93,67.3,1
2026-06-06 17:00:00,vfd-01,12.44,400.8,19.5,0.92,63.2,1
2026-06-06 17:00:00,vfd-02,12.11,400.3,19.4,0.9,54.6,1
2026-06-06 17:00:00,vfd-03,19.9,394.5,32.4,0.9,66.8,1
2026-06-06 18:00:00,vfd-01,15.6,398.6,24.0,0.94,60.2,1
2026-06-06 18:00:00,vfd-02,13.82,397.6,21.8,0.92,56.1,1
2026-06-06 18:00:00,vfd-03,16.29,398.2,26.0,0.91,65.0,1
2026-06-06 19:00:00,vfd-01,12.4,396.7,20.5,0.88,61.5,1
2026-06-06 19:00:00,vfd-02,13.09,393.0,21.1,0.91,56.6,1
2026-06-06 19:00:00,vfd-03,18.9,397.2,30.2,0.91,66.6,1
2026-06-06 20:00:00,vfd-01,11.38,397.9,18.1,0.91,64.5,1
2026-06-06 20:00:00,vfd-02,12.36,396.6,19.1,0.94,55.1,1
2026-06-06 20:00:00,vfd-03,18.34,395.4,28.2,0.95,65.8,1
2026-06-06 21:00:00,vfd-01,12.92,401.4,20.4,0.91,60.3,1
2026-06-06 21:00:00,vfd-02,11.8,400.0,19.1,0.89,55.4,1
2026-06-06 21:00:00,vfd-03,12.23,395.8,19.8,0.9,67.7,1
2026-06-06 22:00:00,vfd-01,12.9,405.8,20.2,0.91,59.0,1
2026-06-06 22:00:00,vfd-02,8.19,402.8,13.3,0.88,53.7,1
2026-06-06 22:00:00,vfd-03,9.63,403.2,15.5,0.89,67.1,1
2026-06-06 23:00:00,vfd-01,10.78,397.5,17.0,0.92,57.6,1
2026-06-06 23:00:00,vfd-02,7.74,397.4,13.1,0.86,54.7,1
2026-06-06 23:00:00,vfd-03,9.05,392.9,15.1,0.88,64.2,1
2026-06-07 00:00:00,vfd-01,5.24,397.1,8.6,0.89,57.4,1
2026-06-07 00:00:00,vfd-02,0.0,396.6,0.0,0.9,51.7,0
2026-06-07 00:00:00,vfd-03,6.05,397.5,9.6,0.92,65.1,1
2026-06-07 01:00:00,vfd-01,8.5,401.7,13.9,0.88,60.9,1
2026-06-07 01:00:00,vfd-02,0.0,395.1,0.0,0.91,51.5,0
2026-06-07 01:00:00,vfd-03,6.55,399.6,10.6,0.89,67.0,1
2026-06-07 02:00:00,vfd-01,6.09,397.6,9.5,0.93,62.0,1
2026-06-07 02:00:00,vfd-02,0.0,400.3,0.0,0.91,49.6,0
2026-06-07 02:00:00,vfd-03,4.24,394.4,6.9,0.9,64.0,1
2026-06-07 03:00:00,vfd-01,8.51,401.8,13.3,0.92,63.5,1
2026-06-07 03:00:00,vfd-02,0.0,400.4,0.0,0.92,54.3,0
2026-06-07 03:00:00,vfd-03,6.58,400.5,10.1,0.94,63.9,1
2026-06-07 04:00:00,vfd-01,9.43,399.5,15.1,0.9,58.4,1
2026-06-07 04:00:00,vfd-02,0.0,397.3,0.0,0.94,51.2,0
2026-06-07 04:00:00,vfd-03,8.59,400.4,13.8,0.9,63.9,1
2026-06-07 05:00:00,vfd-01,9.96,398.8,16.0,0.9,59.9,1
2026-06-07 05:00:00,vfd-02,0.0,396.3,0.0,0.91,51.2,0
2026-06-07 05:00:00,vfd-03,9.37,395.3,15.0,0.91,67.6,1
2026-06-07 06:00:00,vfd-01,11.22,397.2,17.5,0.93,60.5,1
2026-06-07 06:00:00,vfd-02,0.0,396.6,0.0,0.91,51.8,0
2026-06-07 06:00:00,vfd-03,10.37,395.9,17.4,0.87,67.5,1
2026-06-07 07:00:00,vfd-01,18.31,395.6,28.7,0.93,65.0,1
2026-06-07 07:00:00,vfd-02,0.0,401.9,0.0,0.92,51.6,0
2026-06-07 07:00:00,vfd-03,17.23,396.3,27.6,0.91,63.1,1
2026-06-07 08:00:00,vfd-01,20.72,397.0,32.4,0.93,61.1,1
2026-06-07 08:00:00,vfd-02,0.0,393.0,0.0,0.9,53.1,0
2026-06-07 08:00:00,vfd-03,29.22,395.0,44.5,0.96,67.0,1
2026-06-07 09:00:00,vfd-01,23.73,398.2,35.5,0.97,64.9,1
2026-06-07 09:00:00,vfd-02,0.0,406.8,0.0,0.9,51.5,0
2026-06-07 09:00:00,vfd-03,30.79,395.8,49.4,0.91,68.8,1
2026-06-07 10:00:00,vfd-01,21.72,399.2,34.5,0.91,62.2,1
2026-06-07 10:00:00,vfd-02,0.0,402.5,0.0,0.93,50.1,0
2026-06-07 10:00:00,vfd-03,27.0,396.1,41.4,0.95,65.5,1
2026-06-07 11:00:00,vfd-01,19.39,394.8,29.8,0.95,62.6,1
2026-06-07 11:00:00,vfd-02,0.0,399.5,0.0,0.91,53.0,0
2026-06-07 11:00:00,vfd-03,24.38,400.2,38.2,0.92,63.9,1
2026-06-07 12:00:00,vfd-01,13.95,402.6,21.1,0.95,60.7,1
2026-06-07 12:00:00,vfd-02,0.0,397.0,0.0,0.93,52.9,0
2026-06-07 12:00:00,vfd-03,18.56,400.0,28.5,0.94,65.4,1
2026-06-07 13:00:00,vfd-01,11.5,399.4,17.9,0.93,59.4,1
2026-06-07 13:00:00,vfd-02,0.0,396.6,0.0,0.92,52.6,0
2026-06-07 13:00:00,vfd-03,17.28,393.9,28.5,0.89,67.5,1
2026-06-07 14:00:00,vfd-01,8.1,398.7,12.9,0.91,58.5,1
2026-06-07 14:00:00,vfd-02,0.0,403.0,0.0,0.92,51.6,0
2026-06-07 14:00:00,vfd-03,12.34,399.5,19.0,0.94,66.8,1
2026-06-07 15:00:00,vfd-01,12.67,399.4,20.6,0.89,60.2,1
2026-06-07 15:00:00,vfd-02,0.0,400.2,0.0,0.9,51.9,0
2026-06-07 15:00:00,vfd-03,16.65,401.8,25.7,0.93,67.5,1
2026-06-07 16:00:00,vfd-01,12.94,394.9,21.3,0.89,60.2,1
2026-06-07 16:00:00,vfd-02,0.0,399.2,0.0,0.93,49.7,0
2026-06-07 16:00:00,vfd-03,14.38,401.4,22.5,0.92,64.2,1
2026-06-07 17:00:00,vfd-01,15.89,398.8,23.7,0.97,62.7,1
2026-06-07 17:00:00,vfd-02,0.0,397.5,0.0,0.92,51.8,0
2026-06-07 17:00:00,vfd-03,16.52,400.8,25.9,0.92,62.3,1
2026-06-07 18:00:00,vfd-01,14.59,395.5,22.7,0.94,60.5,1
2026-06-07 18:00:00,vfd-02,0.0,393.2,0.0,0.9,53.6,0
2026-06-07 18:00:00,vfd-03,19.4,394.8,31.2,0.91,65.8,1
2026-06-07 19:00:00,vfd-01,16.77,401.4,27.1,0.89,60.6,1
2026-06-07 19:00:00,vfd-02,0.0,398.2,0.0,0.94,52.2,0
2026-06-07 19:00:00,vfd-03,18.93,394.7,31.5,0.88,66.3,1
2026-06-07 20:00:00,vfd-01,14.47,400.8,22.9,0.91,64.1,1
2026-06-07 20:00:00,vfd-02,0.0,396.5,0.0,0.93,50.5,0
2026-06-07 20:00:00,vfd-03,18.24,391.8,28.9,0.93,66.8,1
2026-06-07 21:00:00,vfd-01,12.62,398.5,20.5,0.89,58.9,1
2026-06-07 21:00:00,vfd-02,0.0,399.5,0.0,0.9,52.6,0
2026-06-07 21:00:00,vfd-03,15.21,403.9,23.1,0.94,66.9,1
2026-06-07 22:00:00,vfd-01,9.22,403.4,14.5,0.91,58.3,1
2026-06-07 22:00:00,vfd-02,0.0,395.4,0.0,0.91,53.1,0
2026-06-07 22:00:00,vfd-03,12.88,401.5,20.1,0.92,67.2,1
2026-06-07 23:00:00,vfd-01,12.48,400.7,19.1,0.94,58.0,1
2026-06-07 23:00:00,vfd-02,0.0,395.7,0.0,0.86,52.1,0
2026-06-07 23:00:00,vfd-03,11.33,396.4,18.1,0.91,64.4,1
